,1447,1602,1690,2136,2285,2817,2991,3144,3243,3980,5680,6066,6266,7154,7257,7435,7906,8762,10903,11259,11264,12141,20779
1447,1.0,0.0214,0.0284,0.0554,0.0182,0.0,0.0438,0.0381,0.2141,0.0452,0.0265,0.0434,0.0,0.0224,0.0,0.0037,0.0435,0.0,0.07200000000000001,0.0178,0.0038,0.0657,0.0366
1602,0.0214,1.0,0.0,0.0016,0.0056,0.0,0.0123,0.0208,0.0469,0.0,0.0239,0.0,0.1035,0.0,0.0926,0.0171,0.0425,0.0028,0.087,0.0,0.0,0.0,0.0
1690,0.0284,0.0,1.0,0.0046,0.0066,0.0,0.0,0.0288,0.023,0.016,0.0058,0.0581,0.0,0.0135,0.0,0.006,0.0293,0.0,0.0,0.0,0.0,0.1481,0.0933
2136,0.0554,0.0016,0.0046,1.0,0.0,0.0106,0.0366,0.0236,0.062,0.032,0.012,0.0493,0.0,0.0,0.0,0.0105,0.0194,0.0,0.0502,0.0012,0.0,0.013999999999999999,0.0687
2285,0.0182,0.0056,0.0066,0.0,1.0,0.0,0.0347,0.0,0.0,0.0,0.0,0.0082,0.0,0.0103,0.0,0.0113,0.0,0.0,0.0,0.0,0.0044,0.0322,0.0273
2817,0.0,0.0,0.0,0.0106,0.0,1.0,0.0026,0.0,0.0081,0.0,0.0,0.066,0.0,0.0251,0.0,0.0345,0.022000000000000002,0.0,0.0,0.0042,0.0,0.0028,0.0
2991,0.0438,0.0123,0.0,0.0366,0.0347,0.0026,1.0,0.0695,0.0373,0.0176,0.0,0.0406,0.0,0.0,0.0,0.0039,0.0452,0.0034,0.0,0.0187,0.0309,0.0,0.0
3144,0.0381,0.0208,0.0288,0.0236,0.0,0.0,0.0695,1.0,0.0555,0.0187,0.0,0.042,0.0,0.0302,0.0027,0.0175,0.0927,0.0,0.0,0.0246,0.0083,0.0,0.0
3243,0.2141,0.0469,0.023,0.062,0.0,0.0081,0.0373,0.0555,1.0,0.0137,0.0035,0.0485,0.0,0.0,0.0,0.0,0.0449,0.0012,0.0972,0.0,0.0,0.0366,0.044000000000000004
3980,0.0452,0.0,0.016,0.032,0.0,0.0,0.0176,0.0187,0.0137,1.0,0.0327,0.0,0.0,0.018000000000000002,0.0034,0.0042,0.0333,0.0,0.0057,0.0438,0.0,0.0684,0.0
5680,0.0265,0.0239,0.0058,0.012,0.0,0.0,0.0,0.0,0.0035,0.0327,1.0,0.0,0.0,0.0,0.0,0.0,0.0229,0.0,0.0429,0.0478,0.002,0.0581,0.0
6066,0.0434,0.0,0.0581,0.0493,0.0082,0.066,0.0406,0.042,0.0485,0.0,0.0,1.0,0.0,0.0081,0.0371,0.0,0.0378,0.0606,0.0292,0.0122,0.06,0.055999999999999994,0.0541
6266,0.0,0.1035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0107,0.0928,0.0333,0.0132,0.0,0.0038,0.0,0.004,0.0,0.0
7154,0.0224,0.0,0.0135,0.0,0.0103,0.0251,0.0,0.0302,0.0,0.018000000000000002,0.0,0.0081,0.0107,1.0,0.0,0.0,0.0261,0.0342,0.0,0.0719,0.0326,0.0,0.0
7257,0.0,0.0926,0.0,0.0,0.0,0.0,0.0,0.0027,0.0,0.0034,0.0,0.0371,0.0928,0.0,1.0,0.0,0.0,0.0007,0.0696,0.0,0.0291,0.0,0.0
7435,0.0037,0.0171,0.006,0.0105,0.0113,0.0345,0.0039,0.0175,0.0,0.0042,0.0,0.0,0.0333,0.0,0.0,1.0,0.0436,0.0132,0.0,0.0,0.0,0.0,0.0
7906,0.0435,0.0425,0.0293,0.0194,0.0,0.022000000000000002,0.0452,0.0927,0.0449,0.0333,0.0229,0.0378,0.0132,0.0261,0.0,0.0436,1.0,0.0048,0.0187,0.0592,0.0,0.0117,0.0
8762,0.0,0.0028,0.0,0.0,0.0,0.0,0.0034,0.0,0.0012,0.0,0.0,0.0606,0.0,0.0342,0.0007,0.0132,0.0048,1.0,0.0,0.0358,0.0574,0.0,0.0
10903,0.07200000000000001,0.087,0.0,0.0502,0.0,0.0,0.0,0.0,0.0972,0.0057,0.0429,0.0292,0.0038,0.0,0.0696,0.0,0.0187,0.0,1.0,0.0,0.0146,0.0395,0.0109
11259,0.0178,0.0,0.0,0.0012,0.0,0.0042,0.0187,0.0246,0.0,0.0438,0.0478,0.0122,0.0,0.0719,0.0,0.0,0.0592,0.0358,0.0,1.0,0.1379,0.0235,0.0
11264,0.0038,0.0,0.0,0.0,0.0044,0.0,0.0309,0.0083,0.0,0.0,0.002,0.06,0.004,0.0326,0.0291,0.0,0.0,0.0574,0.0146,0.1379,1.0,0.0,0.0
12141,0.0657,0.0,0.1481,0.013999999999999999,0.0322,0.0028,0.0,0.0,0.0366,0.0684,0.0581,0.055999999999999994,0.0,0.0,0.0,0.0,0.0117,0.0,0.0395,0.0235,0.0,1.0,0.1366
20779,0.0366,0.0,0.0933,0.0687,0.0273,0.0,0.0,0.0,0.044000000000000004,0.0,0.0,0.0541,0.0,0.0,0.0,0.0,0.0,0.0,0.0109,0.0,0.0,0.1366,1.0
